X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID
178039.809799999,715489.4749,4305993,2024/01/04 00:00:00+00,11:48:00,CST,0.3,"Fourmile Point; N of (Choctawhatchee Bay)",30.428194,-86.313028,Karenia brevis,0,HABW240105-004
314535.505199999,636224.8442,4305994,2024/01/04 00:00:00+00,11:12:00,EST,0.1,"Millender Street; S of (St. George Sound)",29.7301,-84.88478,Karenia brevis,0,HABW240105-005
719718.404300001,526541.1276,4305995,2024/01/04 00:00:00+00,11:05:00,EST,0.5,Biolab Boat Ramp (Mosquito Lagoon),28.7068,-80.721,Karenia brevis,0,HABW240105-006
786400.315699998,195735.0879,4305996,2024/01/04 00:00:00+00,10:05:00,EST,0.5,"Crandon Park; E of",25.7111,-80.1436,Karenia brevis,0,HABW240105-007
782096.651900001,202616.5802,4305997,2024/01/04 00:00:00+00,10:30:00,EST,0.5,"Bayfront Park; E of (Biscayne Bay)",25.7743,-80.1844,Karenia brevis,0,HABW240105-008
788597.797800001,209369.0859,4305998,2024/01/04 00:00:00+00,11:00:00,EST,0.5,"53rd Street Park; NE of",25.8333,-80.1174,Karenia brevis,0,HABW240105-009
788185.4155,223732.8207,4305999,2024/01/04 00:00:00+00,11:20:00,EST,0.5,"Loggia Beach Park; SE of",25.9628,-80.117,Karenia brevis,0,HABW240105-010
274074.8794,644200.2719,4306000,2024/01/03 00:00:00+00,12:33:00,EST,0.5,"Patton Bayou; W of (St. Joseph Bay)",29.7987,-85.3045,Karenia brevis,0,HABW240105-011
272214.938000001,635504.5074,4306001,2024/01/03 00:00:00+00,11:00:00,EST,0.5,"Blacks Island; E of (St. Joseph Bay)",29.7202,-85.3228,Karenia brevis,0,HABW240105-012
268717.588599999,633743.8642,4306002,2024/01/03 00:00:00+00,10:38:00,EST,0.5,"Pig Island; 0.7 mi E of (St. Joseph Bay)",29.704,-85.3588,Karenia brevis,0,HABW240105-013
534639.188700002,418674.3748,4306003,2024/01/05 00:00:00+00,,EST,0.5,St. Petersburg Municipal Marina (Middle Tampa Bay),27.767063,-82.631168,Karenia brevis,0,HABW240105-014
266283.642900001,639855.3,4306004,2024/01/03 00:00:00+00,10:22:00,EST,0.5,"Eagle Harbor; SE of (St. Joseph Bay)",29.7588,-85.3847,Karenia brevis,0,HABW240105-015
264608.092500001,646224.9175,4306005,2024/01/03 00:00:00+00,10:00:00,EST,0.5,"Eagle Harbor; 2.7 mi N of (St. Joseph Bay)",29.816,-85.4028,Karenia brevis,0,HABW240105-016
653538.238200001,181740.9034,4306006,2024/01/02 00:00:00+00,10:00:00,EST,0.5,"Pavilion Key; 9.1 mi SW of",25.616,-81.472,Karenia brevis,0,HABW240105-017
664519.425099999,188961.853,4306007,2024/01/02 00:00:00+00,13:27:00,EST,0.5,"Pavilion Key; 1 mi SW of",25.679,-81.361,Karenia brevis,0,HABW240105-018
269888.267099999,642724.2538,4306008,2024/01/03 00:00:00+00,09:40:00,EST,0.5,Mid-St. Joseph Bay,29.785,-85.3477,Karenia brevis,0,HABW240105-019
564880.8292,324199.736,4306009,2024/01/02 00:00:00+00,15:46:00,EST,0.5,"Whidden Key; E of (Lemon Bay)",26.912967,-82.3367,Karenia brevis,0,HABW240105-020
563873.9463,326832.5069,4306010,2024/01/02 00:00:00+00,16:49:00,EST,0.5,"Lemon Bay Drive; canal E of (Godfrey Creek)",26.9368,-82.3465,Karenia brevis,0,HABW240105-021
540436.090500001,370379.8928,4306012,2024/01/05 00:00:00+00,10:35:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240105-024
540287.1928,370616.9314,4306013,2024/01/05 00:00:00+00,10:40:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240105-025
665168.2696,78955.3073000005,4306014,2024/01/05 00:00:00+00,,EST,0.5,"Camas Lane; W of (Pine Channel)",24.687131,-81.377862,Karenia brevis,0,HABW240108-001
665259.0079,79017.1070999997,4306015,2024/01/05 00:00:00+00,,EST,0.5,"Camas Lane; canal N of",24.687671,-81.376952,Karenia brevis,0,HABW240108-002
453485.056200001,620816.6469,4306018,2024/01/03 00:00:00+00,,EST,0.5,"Bird Island; 2.2 mi W of",29.593,-83.447,Karenia brevis,0,HABW240108-005
445749.786400001,620229.3214,4306019,2024/01/03 00:00:00+00,,EST,0.5,"Steinhatchee River; 8.6 mi SW of",29.588,-83.527,Karenia brevis,0,HABW240108-006
774461.443999998,363459.7138,4306020,2024/01/05 00:00:00+00,11:30:00,EST,0.7,Indian Riverside Park Pier (Indian River),27.224761,-80.211264,Karenia brevis,0,HABW240108-007
776391.258699998,356575.5248,4306021,2024/01/05 00:00:00+00,10:45:00,EST,0.7,Sandsprit Park Boat Ramp (Manatee Pocket),27.162256,-80.1939,Karenia brevis,0,HABW240108-008
762695.0669,388326.9379,4306022,2024/01/05 00:00:00+00,07:30:00,EST,1,Indian River Veterans Memorial Park Boat Ramp (Indian River),27.451811,-80.322742,Karenia brevis,0,HABW240108-009
765438.005199999,381258.9356,4306023,2024/01/05 00:00:00+00,08:00:00,EST,0.5,"East Midway Road; N of (Indian River)",27.38745,-80.2971,Karenia brevis,0,HABW240108-010
534638.4001,417868.0779,4306024,2024/01/08 00:00:00+00,11:18:00,EST,0.5,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240108-011
534638.4001,417868.0779,4306025,2024/01/08 00:00:00+00,11:21:00,EST,3.8,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240108-012
535040.616300002,374935.1638,4306026,2024/01/08 00:00:00+00,09:10:00,EST,0.5,Longboat Key Beach,27.37317,-82.63202,Karenia brevis,0,HABW240108-013
541968.924600001,369866.8538,4306027,2024/01/08 00:00:00+00,08:50:00,EST,0.5,Ringling Causeway,27.32682,-82.56244,Karenia brevis,0,HABW240108-014
540080.280499998,368600.1299,4306028,2024/01/08 00:00:00+00,09:40:00,EST,0.5,North Lido Beach,27.31561,-82.58171,Karenia brevis,0,HABW240108-015
540533.581500001,368093.4201,4306029,2024/01/08 00:00:00+00,10:00:00,EST,0.5,Lido Beach Casino,27.311,-82.57718,Karenia brevis,0,HABW240108-016
541517.045499999,366681.1727,4306030,2024/01/08 00:00:00+00,10:15:00,EST,0.5,South Lido Park,27.29818,-82.56739,Karenia brevis,0,HABW240108-017
542971.579300001,363033.5954,4306031,2024/01/08 00:00:00+00,10:50:00,EST,0.5,Siesta Beach,27.26518,-82.5531,Karenia brevis,0,HABW240108-018
546590.088399999,357885.1741,4306032,2024/01/08 00:00:00+00,11:15:00,EST,0.5,Turtle Beach,27.21843,-82.51711,Karenia brevis,0,HABW240108-019
551257.2053,347380.7693,4306033,2024/01/08 00:00:00+00,11:10:00,EST,0.5,Nokomis Beach,27.12332,-82.47122,Karenia brevis,0,HABW240108-020
551506.756499998,346328.9635,4306034,2024/01/08 00:00:00+00,11:10:00,EST,0.5,North Jetty,27.11382,-82.46883,Karenia brevis,0,HABW240108-021
552311.0462,344842.1313,4306035,2024/01/08 00:00:00+00,10:45:00,EST,0.5,Venice Beach,27.10034,-82.46089,Karenia brevis,0,HABW240108-022
553136.401000001,342401.778,4306036,2024/01/08 00:00:00+00,10:30:00,EST,0.5,Service Club Park,27.07827,-82.45286,Karenia brevis,0,HABW240108-023
553277.657600001,341873.8864,4306037,2024/01/08 00:00:00+00,10:10:00,EST,0.5,"Venice Fishing Pier; N of",27.0735,-82.4515,Karenia brevis,0,HABW240108-024
553634.132599998,341079.9859,4306038,2024/01/08 00:00:00+00,09:50:00,EST,0.5,Brohard Beach,27.06631,-82.448,Karenia brevis,0,HABW240108-025
554082.674600001,340055.1852,4306039,2024/01/08 00:00:00+00,09:40:00,EST,0.5,Caspersen Beach,27.05703,-82.4436,Karenia brevis,0,HABW240108-026
557166.7632,334906.7345,4306040,2024/01/08 00:00:00+00,09:05:00,EST,0.5,Manasota Beach,27.01031,-82.41312,Karenia brevis,0,HABW240108-027
559955.690200001,329716.3916,4306041,2024/01/08 00:00:00+00,08:45:00,EST,0.5,Blind Pass Beach,26.96324,-82.38565,Karenia brevis,0,HABW240108-028
540436.090500001,370379.8928,4306042,2024/01/08 00:00:00+00,11:30:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240108-029
540287.1928,370616.9314,4306043,2024/01/08 00:00:00+00,11:40:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240108-030
514634.8565,441861.8973,4306044,2024/01/08 00:00:00+00,10:23:00,EST,0.5,Clearwater Beach Pier 60,27.9777,-82.8323,Karenia brevis,0,HABW240108-031
516101.876400001,423484.4676,4306045,2024/01/08 00:00:00+00,11:12:00,EST,0.5,La Contessa Pier,27.8121,-82.81915,Karenia brevis,0,HABW240108-032
524197.909400001,401486.5799,4306046,2024/01/08 00:00:00+00,12:11:00,EST,0.5,"Mullet Key; Gulf Pier",27.6133,-82.7391,Karenia brevis,0,HABW240108-033
528904.193399999,412463.5663,4306047,2024/01/08 00:00:00+00,12:50:00,EST,0.5,Wallace Cove (Boca Ciega Bay),27.7117,-82.69014,Karenia brevis,0,HABW240108-034
525456.319899999,437856.6227,4306048,2024/01/08 00:00:00+00,09:38:00,EST,0.5,"Via Cipriani; dock S of (Old Tampa Bay)",27.94067,-82.7225,Karenia brevis,0,HABW240108-035
523272.835999999,419812.5906,4306049,2024/01/08 00:00:00+00,08:54:00,EST,0.5,"Country Club Road North; SW of (Boca Ciega Bay)",27.7784,-82.7466,Karenia brevis,0,HABW240108-036
534255.223499998,399727.8494,4306050,2024/01/08 00:00:00+00,09:33:00,EST,0.5,"Skyway Fishing Pier; South (Lower Tampa Bay)",27.5965,-82.6372,Karenia brevis,0,HABW240108-037
536474.075599998,398488.7622,4306051,2024/01/08 00:00:00+00,09:55:00,EST,0.1,Fletcher Point (Lower Tampa Bay),27.58512,-82.61482,Karenia brevis,0,HABW240108-038
532899.667199999,388540.9007,4306052,2024/01/08 00:00:00+00,10:33:00,EST,0.5,Palma Sola Bay Bridge,27.4959,-82.6522,Karenia brevis,0,HABW240108-039
529396.8631,383172.6318,4306053,2024/01/08 00:00:00+00,12:19:00,EST,0.5,Longboat Pass Boat Ramp (Sarasota Bay),27.4479,-82.6883,Karenia brevis,0,HABW240108-040
524174.4219,393179.5007,4306054,2024/01/08 00:00:00+00,11:18:00,EST,0.5,Anna Maria Island Rod & Reel Pier (Lower Tampa Bay),27.5385,-82.7402,Karenia brevis,0,HABW240108-041
586640.9474,300899.6016,4306055,2024/01/08 00:00:00+00,13:28:00,EST,0.2,"Jug Creek Point; E of (Matlacha Pass)",26.7003,-82.1208,Karenia brevis,0,HABW240109-001
591698.497299999,293763.2234,4306056,2024/01/08 00:00:00+00,12:57:00,EST,0.2,"Matlacha Pass Bridge; NW of",26.63532,-82.07101,Karenia brevis,0,HABW240109-002
740298.106800001,450402.4366,4306153,2024/02/06 00:00:00+00,11:30:00,EST,0.5,"Ballyshannon Street; E of",28.0164,-80.532,Karenia brevis,0,HABW240207-018
739645.204500001,450228.5486,4306154,2024/02/06 00:00:00+00,11:00:00,EST,0.5,"Macfarlane Street; W of (Indian River)",28.015,-80.5387,Karenia brevis,0,HABW240207-019
518580.549400002,465755.894,4306155,2024/02/03 00:00:00+00,,EST,0.5,Anclote Anchorage,28.1925,-82.789722,Karenia brevis,0,HABW240207-020
535039.819899999,419515.8815,4306156,2024/02/07 00:00:00+00,07:15:00,EST,0.5,Spa Beach (Middle Tampa Bay),27.7746,-82.627,Karenia brevis,0,HABW240207-022
534772.653099999,417002.9767,4306157,2024/02/07 00:00:00+00,10:14:00,EST,0.5,Lassing Park (Middle Tampa Bay),27.752,-82.63,Karenia brevis,0,HABW240207-023
535352.3517,420596.6409,4306158,2024/02/07 00:00:00+00,07:40:00,EST,0.5,North Shore Park Beach (Middle Tampa Bay),27.7843,-82.6237,Karenia brevis,0,HABW240207-024
529619.031800002,412249.0657,4306159,2024/02/07 00:00:00+00,09:51:00,EST,0.5,Maximo Park (Lower Tampa Bay),27.7097,-82.6829,Karenia brevis,0,HABW240207-025
520439.856600001,418851.24,4306160,2024/02/07 00:00:00+00,08:17:00,EST,0.5,Treasure Island Beach,27.77,-82.7755,Karenia brevis,0,HABW240207-026
540436.090500001,370379.8928,4306161,2024/02/07 00:00:00+00,11:15:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240207-027
540287.1928,370616.9314,4306162,2024/02/07 00:00:00+00,11:25:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240207-028
565246.4122,254596.2672,4306163,2024/02/02 00:00:00+00,09:45:00,EST,15,"Wiggins Pass; 32 mi W of",26.28597,-82.34245,Karenia brevis,0,HABW240207-029
565246.4122,254596.2672,4306164,2024/02/02 00:00:00+00,10:08:00,EST,0.5,"Wiggins Pass; 32 mi W of",26.28597,-82.34245,Karenia brevis,0,HABW240207-030
636911.215599999,210873.8367,4306165,2024/02/07 00:00:00+00,11:03:00,EST,0.2,"Coon Key; S of (Gullivan Bay)",25.8815,-81.632167,Karenia brevis,0,HABW240208-001
639223.710700002,212046.8179,4306166,2024/02/07 00:00:00+00,11:50:00,EST,0.2,"Shell Key; S of (Gullivan Bay)",25.891667,-81.608833,Karenia brevis,0,HABW240208-002
647732.053199999,207775.4593,4306167,2024/02/07 00:00:00+00,13:42:00,EST,0.2,"Round Key; N of (Fakahatchee Pass)",25.851667,-81.524667,Karenia brevis,0,HABW240208-003
635915.472399998,206249.1052,4306168,2024/02/07 00:00:00+00,10:40:00,EST,0.2,"Cape Romano; 2.3 mi E of (Gullivan Bay)",25.84,-81.643,Karenia brevis,0,HABW240208-004
712694.225000001,517119.0537,4306169,2024/02/07 00:00:00+00,09:40:00,EST,0.2,Parrish Park Boat Ramp (Indian River),28.62365,-80.795517,Karenia brevis,0,HABW240208-005
718483.671500001,506468.1072,4306170,2024/02/07 00:00:00+00,10:10:00,EST,0.2,"NASA Causeway; SE side of (Indian River)",28.52641,-80.7391,Karenia brevis,0,HABW240208-006
715954.427099999,500699.3342,4306171,2024/02/07 00:00:00+00,10:30:00,EST,0.2,Port St. John Boat Ramp (Indian River),28.475083,-80.766533,Karenia brevis,333,HABW240208-007
726342.876899999,492823.6294,4306172,2024/02/07 00:00:00+00,10:55:00,EST,0.2,Kelly Park (Banana River),28.4017,-80.66245,Karenia brevis,0,HABW240208-008
729802.829300001,487966.4765,4306173,2024/02/07 00:00:00+00,11:15:00,EST,0.2,520 Slick Boat Ramp (Banana River),28.357133,-80.62844,Karenia brevis,0,HABW240208-009
731333.953299999,482664.5977,4306174,2024/02/07 00:00:00+00,11:50:00,EST,0.2,Ramp Road Park Boat Ramp (Banana River),28.309033,-80.614283,Karenia brevis,0,HABW240208-010
730902.3521,463037.991,4306175,2024/02/07 00:00:00+00,12:25:00,EST,0.2,Eau Gallie Pier (Indian River),28.13248,-80.62418,Karenia brevis,0,HABW240208-011
733910.3871,457562.4681,4306176,2024/02/07 00:00:00+00,12:45:00,EST,0.2,"Geiger Point; Melbourne Causeway at (Indian River)",28.08245,-80.59505,Karenia brevis,0,HABW240208-012
562366.664500002,325465.525,4306177,2024/02/07 00:00:00+00,10:00:00,EST,0.5,Englewood Beach,26.92467,-82.36189,Karenia brevis,0,HABW240208-013
571247.726500001,312368.1709,4306178,2024/02/07 00:00:00+00,08:00:00,EST,0.5,Boca Grande Pier (Gasparilla Sound),26.80562,-82.27415,Karenia brevis,0,HABW240208-014
579604.281199999,281487.6899,4306179,2024/02/07 00:00:00+00,07:50:00,EST,0.5,Alison Hagerup Beach Park,26.5264,-82.1945,Karenia brevis,0,HABW240208-015
591164.402199998,270039.099,4306180,2024/02/07 00:00:00+00,08:23:00,EST,0.5,Tarpon Bay Road Beach,26.4217,-82.0801,Karenia brevis,0,HABW240208-016
597583.1963,273415.6339,4306181,2024/02/07 00:00:00+00,08:45:00,EST,0.5,Lighthouse Beach,26.4512,-82.0151,Karenia brevis,0,HABW240208-017
603242.4641,273763.3761,4306182,2024/02/07 00:00:00+00,09:20:00,EST,0.5,Lynn Hall Park,26.4535,-81.9582,Karenia brevis,0,HABW240208-018
611146.973299999,266847.3527,4306183,2024/02/07 00:00:00+00,10:04:00,EST,0.5,Lovers Key State Park,26.39,-81.88,Karenia brevis,0,HABW240208-019
614627.406800002,260357.988,4306184,2024/02/07 00:00:00+00,10:37:00,EST,0.5,Bonita Beach Park,26.331,-81.8462,Karenia brevis,0,HABW240208-020
228534.9289,685705.1235,4306185,2024/02/07 00:00:00+00,12:35:00,EST,0.5,"Laurie Avenue; S of (Grand Lagoon)",30.167428,-85.782421,Karenia brevis,0,HABW240208-021
230332.159299999,683411.595,4306186,2024/02/07 00:00:00+00,13:00:00,EST,0.5,Gulf Lagoon Beach,30.147,-85.7634,Karenia brevis,0,HABW240208-022
791155.670699999,327208.902,4306187,2024/02/07 00:00:00+00,,EST,0.5,Juno Beach Fishing Pier,26.893715,-80.0542,Karenia brevis,0,HABW240208-023
540804.794,372828.342,4306188,2024/02/07 00:00:00+00,11:44:00,EST,0.5,"City Island; N of (Sarasota Bay)",27.35361,-82.57388,Karenia brevis,0,HABW240208-024
541543.787700001,371434.3578,4306189,2024/02/07 00:00:00+00,12:10:00,EST,0.5,"City Island; NE of (Sarasota Bay)",27.34098,-82.56656,Karenia brevis,0,HABW240208-025
540227.1395,370686.2004,4306190,2024/02/07 00:00:00+00,12:29:00,EST,0.5,New Pass (Sarasota Bay),27.33438,-82.57998,Karenia brevis,0,HABW240208-026
541807.731699999,368018.2397,4306191,2024/02/07 00:00:00+00,13:29:00,EST,0.5,"Bird Key; W of (Sarasota Bay)",27.31019,-82.56429,Karenia brevis,0,HABW240208-027
542607.150600001,367741.0693,4306192,2024/02/07 00:00:00+00,13:45:00,EST,0.5,"Bay Island; N of (Sarasota Bay)",27.30761,-82.55623,Karenia brevis,0,HABW240208-028
541602.910700001,374416.7267,4306193,2024/02/07 00:00:00+00,11:11:00,EST,0.5,"Indian Beach; W of (Sarasota Bay)",27.36783,-82.56561,Karenia brevis,0,HABW240208-029
541602.910700001,374416.7267,4306194,2024/02/07 00:00:00+00,11:16:00,EST,0.5,"Indian Beach; W of (Sarasota Bay)",27.36783,-82.56561,Karenia brevis,0,HABW240208-030
542538.8061,372144.4658,4306195,2024/02/07 00:00:00+00,11:57:00,EST,0.5,"Centennial Park; W of (Sarasota Bay)",27.34727,-82.5564,Karenia brevis,0,HABW240208-031
519484.483199999,423637.6083,4306196,2024/02/08 00:00:00+00,12:19:00,EST,0.2,"Bay Pines Terrace; NE of (Hurricane Hole)",27.813183,-82.784733,Karenia brevis,0,HABW240208-032
542535.798900001,370882.9108,4306197,2024/02/07 00:00:00+00,12:49:00,EST,0.5,"Causeway Park; W of (Sarasota Bay)",27.33591,-82.55658,Karenia brevis,0,HABW240208-033
543212.2016,369462.7576,4306198,2024/02/07 00:00:00+00,12:59:00,EST,0.5,"Island Park; SW of (Sarasota Bay)",27.32305,-82.5499,Karenia brevis,0,HABW240208-034
543955.589000002,368322.1687,4306199,2024/02/07 00:00:00+00,13:11:00,EST,0.5,"Bay Island Park; N of (Sarasota Bay)",27.3127,-82.54251,Karenia brevis,0,HABW240208-035
519336.009100001,423238.224,4306200,2024/02/08 00:00:00+00,12:33:00,EST,0.2,"Bay Pines Terrace; E of (Boca Ciega Bay)",27.8096,-82.786283,Karenia brevis,0,HABW240208-036
536718.6292,374257.6143,4306201,2024/02/07 00:00:00+00,10:14:00,EST,0.5,"Bishops Point; S of (Sarasota Bay)",27.3669,-82.6151,Karenia brevis,0,HABW240208-037
536718.6292,374257.6143,4306202,2024/02/07 00:00:00+00,10:19:00,EST,0.5,"Bishops Point; S of (Sarasota Bay)",27.3669,-82.6151,Karenia brevis,0,HABW240208-038
538712.835099999,375135.2583,4306203,2024/02/07 00:00:00+00,10:28:00,EST,0.5,"Bishops Point; E of (Sarasota Bay)",27.3746,-82.5948,Karenia brevis,0,HABW240208-039
540193.295400001,375939.565,4306204,2024/02/07 00:00:00+00,10:48:00,EST,0.5,Mid-Sarasota Bay,27.38169,-82.57971,Karenia brevis,0,HABW240208-040
540939.6611,375848.2393,4306205,2024/02/07 00:00:00+00,10:55:00,EST,0.5,"Stephens Point; NW of (Sarasota Bay)",27.38079,-82.57216,Karenia brevis,0,HABW240208-041
539214.288699999,373586.2865,4306206,2024/02/07 00:00:00+00,11:30:00,EST,0.5,"Longboat Key; E of (Sarasota Bay)",27.3606,-82.5899,Karenia brevis,0,HABW240208-042
543219.597899999,366313.5149,4306207,2024/02/07 00:00:00+00,15:47:00,EST,0.5,"Edwards Island; SW (Roberts Bay; Sarasota)",27.29469,-82.5502,Karenia brevis,0,HABW240208-043
543538.555300001,365152.379,4306208,2024/02/07 00:00:00+00,15:24:00,EST,0.5,"Philippe Creek; N of (Roberts Bay; Sarasota)",27.2842,-82.54711,Karenia brevis,0,HABW240208-044
544572.9364,362746.0014,4306209,2024/02/07 00:00:00+00,15:03:00,EST,0.5,"Philippe Creek; S of (Roberts Bay; Sarasota)",27.26242,-82.53693,Karenia brevis,0,HABW240208-045
544934.221900001,361949.6461,4306210,2024/02/07 00:00:00+00,14:45:00,EST,0.5,"Stickney Point Bridge; Canal NW of",27.25521,-82.53337,Karenia brevis,0,HABW240208-046
545793.462299999,361172.5755,4306211,2024/02/07 00:00:00+00,14:26:00,EST,0.5,"Coral Cove; NW of (Little Sarasota Bay)",27.24812,-82.52477,Karenia brevis,0,HABW240208-047
546746.9738,359799.2718,4306212,2024/02/07 00:00:00+00,14:04:00,EST,0.5,"Coral Cove; S of (Little Sarasota Bay)",27.23565,-82.51529,Karenia brevis,0,HABW240208-048
546836.224199999,358708.7644,4306213,2024/02/07 00:00:00+00,13:42:00,EST,0.5,"Blind Pass; N of (Little Sarasota Bay)",27.22582,-82.51452,Karenia brevis,0,HABW240208-049
555368.810699999,342466.6358,4306449,2024/03/06 00:00:00+00,13:08:00,EST,0.5,"Venice Municiple Airport; E of (ICW)",27.0786,-82.4303,Karenia brevis,0,HABW240307-056
556012.220800001,337278.1567,4306450,2024/03/06 00:00:00+00,12:40:00,EST,0.5,"Alligator Creek; S of (ICW)",27.0318,-82.42447,Karenia brevis,0,HABW240307-057
557602.546100002,334756.8965,4306451,2024/03/06 00:00:00+00,12:21:00,EST,0.5,"Manasota Beach Bridge; S of (ICW)",27.00891,-82.40874,Karenia brevis,0,HABW240307-058
558948.574299999,332558.0167,4306452,2024/03/06 00:00:00+00,12:03:00,EST,0.5,"Forked Creek; SW of (Lemon Bay)",26.98895,-82.39544,Karenia brevis,0,HABW240307-059
